"","mon","avgrps","avgrpsc","Location","rpss"
"1",1,0.333333333333333,0.422222222222222,"Will",0.210526315789474
"2",2,0.237333333333333,0.422222222222222,"Will",0.437894736842105
"3",3,0.248,0.422222222222222,"Will",0.412631578947368
"4",4,0.261333333333333,0.422222222222222,"Will",0.381052631578947
"5",1,0.344,0.422222222222222,"Sprag",0.185263157894737
"6",2,0.288,0.422222222222222,"Sprag",0.317894736842105
"7",3,0.229333333333333,0.422222222222222,"Sprag",0.456842105263158
"8",4,0.189333333333333,0.422222222222222,"Sprag",0.551578947368421
