"","mon","avgrps","avgrpsc","Location","rpss"
"1",1,0.433899176954733,0.488888888888889,"Will",0.112478956228956
"2",2,0.417592592592593,0.488888888888889,"Will",0.145833333333333
"3",3,0.396759259259259,0.488888888888889,"Will",0.18844696969697
"4",4,0.132458847736626,0.488888888888889,"Will",0.729061447811448
"5",1,0.468261316872428,0.466666666666667,"Sprag",-0.00341710758377411
"6",2,0.432973251028807,0.466666666666667,"Sprag",0.0722001763668432
"7",3,0.400977366255144,0.466666666666667,"Sprag",0.14076278659612
"8",4,0.201234567901235,0.466666666666667,"Sprag",0.568783068783069
