lat,lon,ID,Basin,Target,Norm_1970_2000,Location_name,Target_Name,Prob_exceedence_levels,Fcst_min_vol,Fcst_low_vol,Fcst_mid_vol,Fcst_upp_vol,Fcst_max_vol,Fcst_min_pct,Fcst_low_pct,Fcst_mid_pct,Fcst_upp_pct,Fcst_max_pct,Issue_month,Issue_year,File_Production_date_YYYYMMDD,State
38.7336075,-106.1600183,07091000,ac01,47,23,CHALK CK at Nathrop                     ,APR-JUL VOLUME,bound_10_30_50_70_90,12.5,17.3,21,25,32,54,75,91,109,139,4,2010,20100510,CO
38.7336075,-106.1600183,07091000,ac01,49,27,CHALK CK at Nathrop                     ,APR-SEP VOLUME,bound_10_30_50_70_90,14.8,21,25,30,38,55,78,93,111,141,4,2010,20100510,CO
38.5458306,-106.0105692,07091500,ac01,47,255,ARKANSAS RIVER at Salida (2)            ,APR-JUL VOLUME,bound_10_30_50_70_90,220,230,240,250,260,86,90,94,98,102,4,2010,20100510,CO
38.5458306,-106.0105692,07091500,ac01,49,310,ARKANSAS RIVER at Salida (2)            ,APR-SEP VOLUME,bound_10_30_50_70_90,260,280,295,310,335,84,90,95,100,108,4,2010,20100510,CO
38.1861106,-105.4836125,07095000,ac01,47,16.1,GRAPE CK nr Westcliffe                  ,APR-JUL VOLUME,bound_10_30_50_70_90,14.5,17,18.8,21,24,90,106,117,130,149,4,2010,20100510,CO
38.1861106,-105.4836125,07095000,ac01,49,19.6,GRAPE CK nr Westcliffe                  ,APR-SEP VOLUME,bound_10_30_50_70_90,19.5,22,23,24,27,99,112,117,122,138,4,2010,20100510,CO
38.2716694,-104.718033,07099400,ac01,47,385,PUEBLO RESERVOIR Inflow (2)             ,APR-JUL VOLUME,bound_10_30_50_70_90,173,290,370,450,570,45,75,96,117,148,4,2010,20100510,CO
38.2716694,-104.718033,07099400,ac01,49,485,PUEBLO RESERVOIR Inflow (2)             ,APR-SEP VOLUME,bound_10_30_50_70_90,220,365,465,570,720,45,75,96,118,148,4,2010,20100510,CO
37.7277817,-105.351395,07111000,ac01,47,12.3,HUERFANO RIVER nr Redwing               ,APR-JUL VOLUME,bound_10_30_50_70_90,10.6,13.9,16.4,19.1,23,86,113,133,155,187,4,2010,20100510,CO
37.7277817,-105.351395,07111000,ac01,49,15.5,HUERFANO RIVER nr Redwing               ,APR-SEP VOLUME,bound_10_30_50_70_90,13.1,17,20,23,28,85,110,129,148,181,4,2010,20100510,CO
37.4200128,-105.052778,07114000,ac01,47,11.3,CUCHARAS RIVER nr La Veta               ,APR-JUL VOLUME,bound_10_30_50_70_90,8.6,12.4,15.3,18.6,24,76,110,135,165,212,4,2010,20100510,CO
37.4200128,-105.052778,07114000,ac01,49,13,CUCHARAS RIVER nr La Veta               ,APR-SEP VOLUME,bound_10_30_50_70_90,10.3,14.1,17,20,25,79,108,131,154,192,4,2010,20100510,CO
37.1708522,-104.5091519,07124500,ac01,37,34,TRINIDAD LAKE Inflow (2)                ,MAR-JUL VOLUME,bound_10_30_50_70_90,32,38,42,47,54,94,112,124,138,159,4,2010,20100510,CO
37.1708522,-104.5091519,07124500,ac01,47,32,TRINIDAD LAKE Inflow (2)                ,APR-JUL VOLUME,bound_10_30_50_70_90,27,33,37,42,49,84,103,116,131,153,4,2010,20100510,CO
37.1708522,-104.5091519,07124500,ac01,49,44,TRINIDAD LAKE Inflow (2)                ,APR-SEP VOLUME,bound_10_30_50_70_90,38,46,51,57,66,86,105,116,130,150,4,2010,20100510,CO
36.6805883,-104.7861069,07203000,ac01,36,7,VERMEJO RIVER nr Dawson                 ,MAR-JUN VOLUME,bound_10_30_50_70_90,6.1,9.11,11.5,14.3,19.3,87,130,164,204,276,4,2010,20100510,NM
36.6805883,-104.7861069,07203000,ac01,46,6.5,VERMEJO RIVER nr Dawson                 ,APR-JUN VOLUME,bound_10_30_50_70_90,5.6,8.6,11,13.81,18.8,86,132,169,212,289,4,2010,20100510,NM
36.5319769,-105.2291733,07206000,ac01,36,11.7,EAGLE NEST RESERVOIR Inflow (2)         ,MAR-JUN VOLUME,bound_10_30_50_70_90,7.3,11.2,14.5,18.4,25,62,96,124,157,214,4,2010,20100510,NM
36.5319769,-105.2291733,07206000,ac01,46,9.6,EAGLE NEST RESERVOIR Inflow (2)         ,APR-JUN VOLUME,bound_10_30_50_70_90,4.9,8.8,12.1,16,23,51,92,126,167,240,4,2010,20100510,NM
36.5197578,-104.9788914,07207000,ac01,36,15.9,CIMARRON RIVER nr Cimarron (2)          ,MAR-JUN VOLUME,bound_10_30_50_70_90,7.5,15,20,25,32,47,94,126,157,201,4,2010,20100510,NM
36.5197578,-104.9788914,07207000,ac01,46,12.5,CIMARRON RIVER nr Cimarron (2)          ,APR-JUN VOLUME,bound_10_30_50_70_90,3.5,11,16,21,28,28,88,128,168,224,4,2010,20100510,NM
36.5736458,-104.9466678,07207500,ac01,36,6.7,PONIL CREEK nr Cimarron                 ,MAR-JUN VOLUME,bound_10_30_50_70_90,5.4,7.8,9.8,12.1,16,81,116,146,181,239,4,2010,20100510,NM
36.5736458,-104.9466678,07207500,ac01,46,6.3,PONIL CREEK nr Cimarron                 ,APR-JUN VOLUME,bound_10_30_50_70_90,4.8,7.2,9.2,11.5,15.41,76,114,146,183,245,4,2010,20100510,NM
36.3722583,-104.9700025,07208500,ac01,36,7.1,RAYADO CK at Sauble Ranch nr Cimarron   ,MAR-JUN VOLUME,bound_10_30_50_70_90,4.4,7.4,10,13.2,19.11,62,104,141,186,269,4,2010,20100510,NM
36.3722583,-104.9700025,07208500,ac01,46,6.5,RAYADO CK at Sauble Ranch nr Cimarron   ,APR-JUN VOLUME,bound_10_30_50_70_90,3.9,6.9,9.5,12.7,18.61,60,106,146,195,286,4,2010,20100510,NM
35.8908731,-105.1636194,07216500,ac01,36,14.6,MORA RIVER nr Golondrinas (2)           ,MAR-JUN VOLUME,bound_10_30_50_70_90,5.9,8.1,14.8,22,31,40,55,101,151,212,4,2010,20100510,NM
35.8908731,-105.1636194,07216500,ac01,46,13.5,MORA RIVER nr Golondrinas (2)           ,APR-JUN VOLUME,bound_10_30_50_70_90,5.2,7.4,14.1,21,30,39,55,104,156,222,4,2010,20100510,NM
35.4078,-104.1691,07223500,ac01,36,43,CONCHAS RESERVOIR Inflow (23)          ,MAR-JUN VOLUME,bound_10_30_50_70_90,34,43,50,58,70,79,100,116,135,163,4,2010,20100510,NM
35.4078,-104.1691,07223500,ac01,46,33,CONCHAS RESERVOIR Inflow (23)          ,APR-JUN VOLUME,bound_10_30_50_70_90,31,40,47,55,67,94,121,142,167,203,4,2010,20100510,NM
64.789168,-141.2000892,15356000,ak01,47,34200,YUKON RIVER at Eagle                    ,APR-JUL VOLUME,bound_10_30_50_70_90,26200,29200,31300,33400,36400,77,85,92,98,106,4,2010,20100510,AK
67.4172222,-140.8911111,15388960,ak01,47,5640,PORCUPINE RIVER nr Intl Boundary        ,APR-JUL VOLUME,bound_10_30_50_70_90,3550,4441,5170,6019,7522,63,79,92,107,133,4,2010,20100510,AK
65.8751014,-149.7203486,15453500,ak01,47,48200,YUKON RIVER nr Stevens Village          ,APR-JUL VOLUME,bound_10_30_50_70_90,37900,41500,43900,46300,49900,79,86,91,96,104,4,2010,20100510,AK
64.4723592,-146.926265,15484000,ak01,47,625,SALCHA RIVER near Salchaket             ,APR-JUL VOLUME,bound_10_30_50_70_90,285,380,450,530,655,46,61,72,85,105,4,2010,20100510,AK
64.7923439,-147.8413097,15485500,ak01,47,7100,TANANA RIVER at Fairbanks               ,APR-JUL VOLUME,bound_10_30_50_70_90,5150,5720,6110,6500,7070,73,81,86,92,100,4,2010,20100510,AK
64.9023739,-146.359366,15493000,ak01,47,270,CHENA RIVER near Two Rivers             ,APR-JUL VOLUME,bound_10_30_50_70_90,58,126,173,220,290,21,47,64,81,107,4,2010,20100510,AK
64.88569,-147.2496478,15511000,ak01,47,78,LITTLE CHENA RIVER near Fairbanks       ,APR-JUL VOLUME,bound_10_30_50_70_90,19.8,37,48,59,76,25,47,62,76,97,4,2010,20100510,AK
64.564815,-149.0940628,15515500,ak01,47,9000,TANANA RIVER at Nenana                  ,APR-JUL VOLUME,bound_10_30_50_70_90,6100,6810,7290,7770,8480,68,76,81,86,94,4,2010,20100510,AK
61.8704114,-158.1032294,15304000,ak01,46,10500,KUSKOKWIM RIVER at Crooked Creek        ,APR-JUN VOLUME,bound_10_30_50_70_90,5080,6620,7660,8700,10200,48,63,73,83,97,4,2010,20100510,AK
70.2813853,-148.962786,15896000,ak01,57,795,KUPARUK RIVER nr Deadhorse              ,MAY-JUL VOLUME,bound_10_30_50_70_90,405,505,580,670,825,51,64,73,84,104,4,2010,20100510,AK
69.0146483,-148.8200342,15908000,ak01,57,685,SAGAVANIRKTOK RIVER nr Pump Station 3   ,MAY-JUL VOLUME,bound_10_30_50_70_90,365,460,540,630,795,53,67,79,92,116,4,2010,20100510,AK
62.5203919,-145.5330153,15200280,ak01,47,475,GULKANA RIVER at Sourdough              ,APR-JUL VOLUME,bound_10_30_50_70_90,164,255,315,375,465,35,54,66,79,98,4,2010,20100510,AK
61.7097433,-149.231938,15290000,ak01,47,86,LITTLE SUSITNA RIVER near Palmer        ,APR-JUL VOLUME,bound_10_30_50_70_90,36,48,57,66,78,42,56,66,77,91,4,2010,20100510,AK
62.3464389,-150.019201,15292700,ak01,47,1630,TALKEETNA RIVER near Talkeetna          ,APR-JUL VOLUME,bound_10_30_50_70_90,1010,1170,1270,1370,1530,62,72,78,84,94,4,2010,20100510,AK
61.2250061,-149.6372008,15276000,ak01,47,58,SHIP CREEK near Anchorage               ,APR-JUL VOLUME,bound_10_30_50_70_90,42,49,54,59,66,72,84,93,102,114,4,2010,20100510,AK
60.4921928,-149.8099203,15258000,ak01,47,925,KENAI RIVER at Cooper Landing           ,APR-JUL VOLUME,bound_10_30_50_70_90,865,940,990,1040,1110,94,102,107,112,120,4,2010,20100510,AK
58.3068953,-134.388436,15049900,ak01,47,33,GOLD CREEK near Juneau                  ,APR-JUL VOLUME,bound_10_30_50_70_90,25,30,33,36,41,76,91,100,109,124,4,2010,20100510,AK
45.6553958,-121.5484072,14120000,cl01,47,228,Hood R At Tucker Bridge                 ,APR-JUL VOLUME,bound_10_30_50_70_90,112,139,157,175,200,49,61,69,77,88,4,2010,20100510,OR
45.6553958,-121.5484072,14120000,cl01,49,271,Hood R At Tucker Bridge                 ,APR-SEP VOLUME,bound_10_30_50_70_90,138,167,187,205,235,51,62,69,76,87,4,2010,20100510,OR
45.6073425,-121.1734044,14105700,cl01,47,84600,Columbia R at The Dalles (2)            ,APR-JUL VOLUME,bound_10_30_50_70_90,45900,51300,55000,58700,64100,54,61,65,69,76,4,2010,20100510,OR
45.6073425,-121.1734044,14105700,cl01,49,98600,Columbia R at The Dalles (2)            ,APR-SEP VOLUME,bound_10_30_50_70_90,53800,60200,64500,68800,75200,55,61,65,70,76,4,2010,20100510,OR
46.2648436,-121.245075,14107000,cl01,47,126,Klickitat R nr Glenwood                 ,APR-JUL VOLUME,bound_10_30_50_70_90,63,75,83,91,103,50,60,66,72,82,4,2010,20100510,WA
46.2648436,-121.245075,14107000,cl01,49,163,Klickitat R nr Glenwood                 ,APR-SEP VOLUME,bound_10_30_50_70_90,85,99,108,117,131,52,61,66,72,80,4,2010,20100510,WA
45.75,-121.2,14113000,cl01,47,460,Klickitat R nr Pitt                     ,APR-JUL VOLUME,bound_10_30_50_70_90,255,300,335,370,415,55,65,73,80,90,4,2010,20100510,WA
45.75,-121.2,14113000,cl01,49,550,Klickitat R nr Pitt                     ,APR-SEP VOLUME,bound_10_30_50_70_90,305,360,400,440,495,55,65,73,80,90,4,2010,20100510,WA
45.3987308,-122.1284178,14137000,cl01,47,313,Sandy R nr Marmot                       ,APR-JUL VOLUME,bound_10_30_50_70_90,187,225,250,275,315,60,72,80,88,101,4,2010,20100510,OR
45.3987308,-122.1284178,14137000,cl01,49,363,Sandy R nr Marmot                       ,APR-SEP VOLUME,bound_10_30_50_70_90,225,265,290,315,355,62,73,80,87,98,4,2010,20100510,OR
43.7220678,-122.4386589,14145500,cl01,46,245,Hills Creek Reservoir Inflow (12)      ,APR-JUN VOLUME,bound_05_30_50_70_95,88,148,176,205,265,36,60,72,84,108,4,2010,20100510,OR
43.7220678,-122.4386589,14145500,cl01,47,277,Hills Creek Reservoir Inflow (12)      ,APR-JUL VOLUME,bound_05_30_50_70_95,106,170,199,230,290,38,61,72,83,105,4,2010,20100510,OR
43.7220678,-122.4386589,14145500,cl01,49,320,Hills Creek Reservoir Inflow (12)      ,APR-SEP VOLUME,bound_05_30_50_70_95,134,200,230,260,325,42,62,72,81,102,4,2010,20100510,OR
43.8012353,-122.5608878,14148000,cl01,46,600,MF Willamette bl NF (12)               ,APR-JUN VOLUME,bound_05_30_50_70_95,194,345,415,485,635,32,58,69,81,106,4,2010,20100510,OR
43.8012353,-122.5608878,14148000,cl01,47,698,MF Willamette bl NF (12)               ,APR-JUL VOLUME,bound_05_30_50_70_95,245,405,480,555,715,35,58,69,80,102,4,2010,20100510,OR
43.8012353,-122.5608878,14148000,cl01,49,798,MF Willamette bl NF (12)               ,APR-SEP VOLUME,bound_05_30_50_70_95,215,445,550,655,885,27,56,69,82,111,4,2010,20100510,OR
43.9456814,-122.8372967,14150000,cl01,46,640,Middle Fork Willamette nr Dexter        ,APR-JUN VOLUME,bound_05_30_50_70_95,225,390,465,540,705,35,61,73,84,110,4,2010,20100510,OR
43.9456814,-122.8372967,14150000,cl01,47,726,Middle Fork Willamette nr Dexter        ,APR-JUL VOLUME,bound_05_30_50_70_95,270,445,525,605,780,37,61,72,83,107,4,2010,20100510,OR
43.9456814,-122.8372967,14150000,cl01,49,828,Middle Fork Willamette nr Dexter        ,APR-SEP VOLUME,bound_05_30_50_70_95,325,510,595,680,865,39,62,72,82,104,4,2010,20100510,OR
43.9442931,-122.7747939,14151000,cl01,46,95,Fall Creek Lake Inflow (12)            ,APR-JUN VOLUME,bound_05_30_50_70_95,19.9,52,66,80,112,21,55,69,84,118,4,2010,20100510,OR
43.9442931,-122.7747939,14151000,cl01,47,106,Fall Creek Lake Inflow (12)            ,APR-JUL VOLUME,bound_05_30_50_70_95,25,59,74,89,123,24,56,70,84,116,4,2010,20100510,OR
43.9442931,-122.7747939,14151000,cl01,49,112,Fall Creek Lake Inflow (12)            ,APR-SEP VOLUME,bound_05_30_50_70_95,18,59,78,97,137,16,53,70,87,122,4,2010,20100510,OR
43.7206778,-123.0497994,14153500,cl01,46,38,Cottage Grove Lake Inflow (12)         ,APR-JUN VOLUME,bound_05_30_50_70_95,0.2,19.3,28,37,56,1,51,74,97,147,4,2010,20100510,OR
43.7206778,-123.0497994,14153500,cl01,47,40.6,Cottage Grove Lake Inflow (12)         ,APR-JUL VOLUME,bound_05_30_50_70_95,4.4,22,30,38,56,11,54,74,94,138,4,2010,20100510,OR
43.7206778,-123.0497994,14153500,cl01,49,43,Cottage Grove Lake Inflow (12)         ,APR-SEP VOLUME,bound_05_30_50_70_95,3.2,23,32,41,61,7,53,74,95,142,4,2010,20100510,OR
43.7929011,-122.9914656,14155500,cl01,46,127,Dorena Lake Inflow (12)                ,APR-JUN VOLUME,bound_05_30_50_70_95,13,67,91,115,169,10,53,72,91,133,4,2010,20100510,OR
43.7929011,-122.9914656,14155500,cl01,47,131,Dorena Lake Inflow (12)                ,APR-JUL VOLUME,bound_05_30_50_70_95,15,69,94,119,173,11,53,72,91,132,4,2010,20100510,OR
43.7929011,-122.9914656,14155500,cl01,49,137,Dorena Lake Inflow (12)                ,APR-SEP VOLUME,bound_05_30_50_70_95,21,75,99,123,177,15,55,72,90,129,4,2010,20100510,OR
44.2679,-122.0497825,14158850,cl01,47,266,McKenzie R bl Trail Bridge (2)          ,APR-JUL VOLUME,bound_10_30_50_70_90,148,171,186,200,225,56,64,70,75,85,4,2010,20100510,OR
44.2679,-122.0497825,14158850,cl01,49,404,McKenzie R bl Trail Bridge (2)          ,APR-SEP VOLUME,bound_10_30_50_70_90,240,265,285,305,330,59,66,71,75,82,4,2010,20100510,OR
44.1359581,-122.248391,14159500,cl01,46,184,Cougar Lake Inflow (12)                ,APR-JUN VOLUME,bound_05_30_50_70_95,79,113,129,145,179,43,61,70,79,97,4,2010,20100510,OR
44.1359581,-122.248391,14159500,cl01,47,204,Cougar Lake Inflow (12)                ,APR-JUL VOLUME,bound_05_30_50_70_95,91,127,143,159,195,45,62,70,78,96,4,2010,20100510,OR
44.1359581,-122.248391,14159500,cl01,49,230,Cougar Lake Inflow (12)                ,APR-SEP VOLUME,bound_05_30_50_70_95,109,145,161,177,215,47,63,70,77,93,4,2010,20100510,OR
44.1623481,-122.3331192,14162200,cl01,46,81,Blue Lake Inflow (12)                  ,APR-JUN VOLUME,bound_05_30_50_70_95,25,49,60,71,95,31,60,74,88,117,4,2010,20100510,OR
44.1623481,-122.3331192,14162200,cl01,47,86,Blue Lake Inflow (12)                  ,APR-JUL VOLUME,bound_05_30_50_70_95,28,53,64,75,100,33,62,74,87,116,4,2010,20100510,OR
44.1623481,-122.3331192,14162200,cl01,49,86,Blue Lake Inflow (12)                  ,APR-SEP VOLUME,bound_05_30_50_70_95,29,53,64,75,99,34,62,74,87,115,4,2010,20100510,OR
44.1248486,-122.47062,14162500,cl01,46,832,Mc Kenzie River Nr Vida                 ,APR-JUN VOLUME,bound_05_30_50_70_95,445,585,650,715,855,53,70,78,86,103,4,2010,20100510,OR
44.1248486,-122.47062,14162500,cl01,47,977,Mc Kenzie River Nr Vida                 ,APR-JUL VOLUME,bound_05_30_50_70_95,540,690,760,830,980,55,71,78,85,100,4,2010,20100510,OR
44.1248486,-122.47062,14162500,cl01,49,1201,Mc Kenzie River Nr Vida                 ,APR-SEP VOLUME,bound_05_30_50_70_95,700,865,940,1010,1180,58,72,78,84,98,4,2010,20100510,OR
44.0929031,-122.9573053,14165000,cl01,47,79,Mohawk R nr Springfield                 ,APR-JUL VOLUME,bound_10_30_50_70_90,42,56,65,74,88,53,71,82,94,111,4,2010,20100510,OR
44.1234567,-123.2998172,14169000,cl01,46,46,Fern Ridge Lake Inflow (12)            ,APR-JUN VOLUME,bound_05_30_50_70_95,8.3,21,32,43,66,18,46,70,93,143,4,2010,20100510,OR
44.1234567,-123.2998172,14169000,cl01,47,49,Fern Ridge Lake Inflow (12)            ,APR-JUL VOLUME,bound_05_30_50_70_95,9,23,34,45,69,18,47,69,92,141,4,2010,20100510,OR
44.1234567,-123.2998172,14169000,cl01,49,50,Fern Ridge Lake Inflow (12)            ,APR-SEP VOLUME,bound_05_30_50_70_95,9,24,35,46,70,18,48,70,92,140,4,2010,20100510,OR
44.7526219,-122.2984119,14181500,cl01,46,460,Detroit Lake Inflow (12)               ,APR-JUN VOLUME,bound_05_30_50_70_95,181,275,315,355,450,39,60,68,77,98,4,2010,20100510,OR
44.7526219,-122.2984119,14181500,cl01,47,528,Detroit Lake Inflow (12)               ,APR-JUL VOLUME,bound_05_30_50_70_95,215,315,360,405,505,41,60,68,77,96,4,2010,20100510,OR
44.7526219,-122.2984119,14181500,cl01,49,616,Detroit Lake Inflow (12)               ,APR-SEP VOLUME,bound_05_30_50_70_95,270,370,420,470,570,44,60,68,76,93,4,2010,20100510,OR
44.7915108,-122.5789739,14182500,cl01,46,125,Little North Santiam R nr Mehama (1)    ,APR-JUN VOLUME,bound_05_30_50_70_95,31,70,88,106,145,25,56,70,85,116,4,2010,20100510,OR
44.7915108,-122.5789739,14182500,cl01,47,133,Little North Santiam R nr Mehama (1)    ,APR-JUL VOLUME,bound_05_30_50_70_95,29,71,90,109,151,22,53,68,82,114,4,2010,20100510,OR
44.7915108,-122.5789739,14182500,cl01,49,143,Little North Santiam R nr Mehama (1)    ,APR-SEP VOLUME,bound_05_30_50_70_95,36,78,97,116,158,25,55,68,81,110,4,2010,20100510,OR
44.7887331,-122.6178633,14183000,cl01,46,610,North Santiam R at Mehama (12)         ,APR-JUN VOLUME,bound_05_30_50_70_95,265,385,440,495,615,43,63,72,81,101,4,2010,20100510,OR
44.7887331,-122.6178633,14183000,cl01,47,732,North Santiam R at Mehama (12)         ,APR-JUL VOLUME,bound_05_30_50_70_95,350,475,535,595,720,48,65,73,81,98,4,2010,20100510,OR
44.7887331,-122.6178633,14183000,cl01,49,834,North Santiam R at Mehama (12)         ,APR-SEP VOLUME,bound_05_30_50_70_95,415,550,610,670,805,50,66,73,80,97,4,2010,20100510,OR
44.4526244,-122.5456392,14186100,cl01,46,305,Green Peter Lake Inflow (12)           ,APR-JUN VOLUME,bound_05_30_50_70_95,79,166,205,245,330,26,54,67,80,108,4,2010,20100510,OR
44.4526244,-122.5456392,14186100,cl01,47,327,Green Peter Lake Inflow (12)           ,APR-JUL VOLUME,bound_05_30_50_70_95,89,179,220,260,350,27,55,67,80,107,4,2010,20100510,OR
44.4526244,-122.5456392,14186100,cl01,49,354,Green Peter Lake Inflow (12)           ,APR-SEP VOLUME,bound_05_30_50_70_95,105,194,235,275,365,30,55,66,78,103,4,2010,20100510,OR
44.4165136,-122.6748067,14186600,cl01,46,470,Foster Lake Inflow (12)                ,APR-JUN VOLUME,bound_05_30_50_70_95,255,320,350,380,445,54,68,74,81,95,4,2010,20100510,OR
44.4165136,-122.6748067,14186600,cl01,47,490,Foster Lake Inflow (12)                ,APR-JUL VOLUME,bound_05_30_50_70_95,265,335,365,395,465,54,68,74,81,95,4,2010,20100510,OR
44.4165136,-122.6748067,14186600,cl01,49,527,Foster Lake Inflow (12)                ,APR-SEP VOLUME,bound_05_30_50_70_95,290,360,390,420,490,55,68,74,80,93,4,2010,20100510,OR
44.4984564,-122.8234214,14187500,cl01,46,495,South Santiam River At Waterloo         ,APR-JUN VOLUME,bound_10_30_50_70_90,230,345,420,495,610,46,70,85,100,123,4,2010,20100510,OR
44.4984564,-122.8234214,14187500,cl01,47,549,South Santiam R at Waterloo (2)         ,APR-JUL VOLUME,bound_10_30_50_70_90,285,395,465,535,645,52,72,85,97,117,4,2010,20100510,OR
44.4984564,-122.8234214,14187500,cl01,49,587,South Santiam R at Waterloo (2)         ,APR-SEP VOLUME,bound_10_30_50_70_90,325,430,500,570,675,55,73,85,97,115,4,2010,20100510,OR
44.7120669,-122.7695322,14188800,cl01,47,75,Thomas Ck Nr Scio                       ,APR-JUL VOLUME,bound_10_30_50_70_90,32,49,60,71,88,43,65,80,95,117,4,2010,20100510,OR
44.9442864,-123.0428742,14191000,cl01,47,4347,Willamette R at Salem (12)             ,APR-JUL VOLUME,bound_05_30_50_70_95,2030,3120,3610,4100,5190,47,72,83,94,119,4,2010,20100510,OR
